tenure_months,day_of_month,invoice_amount,avg_ticket,gateway_error_code,card_brand,payment_history_score,failure_count_90d,hour_of_day,day_of_week,attempt_count,ltv_estimated,recovered
58,31,28.31,29.26,card_declined,elo,0.599,4,23,1,1,133.88,1
30,12,593.95,604.25,insufficient_funds,elo,0.687,2,14,4,1,1359.56,1
1,16,223.74,203.67,do_not_honor,amex,0.526,0,22,6,1,223.74,1
11,12,31.85,32.85,insufficient_funds,visa,0.563,1,12,1,1,31.85,1
6,9,24.23,21.75,generic_decline,mastercard,0.684,0,12,1,1,24.23,0
41,1,117.56,125.07,insufficient_funds,visa,0.757,3,20,0,4,392.42,0
18,25,35.43,34.92,insufficient_funds,amex,0.364,0,22,6,3,46.09,1
28,15,73.78,75.58,expired_card,mastercard,0.739,1,15,5,1,158.13,1
70,22,93.73,103.93,insufficient_funds,elo,0.933,0,7,2,2,575.95,1
14,29,90.2,86.77,insufficient_funds,visa,0.533,4,13,0,1,90.2,0
0,1,265.9,233.97,card_declined,visa,0.42,4,20,3,2,265.9,0
31,20,498.8,557.37,card_declined,elo,0.729,0,15,1,1,1298.29,1
2,4,63.88,61.29,insufficient_funds,visa,0.463,1,18,0,2,63.88,0
12,15,35.8,34.8,expired_card,mastercard,0.387,3,14,2,1,35.8,1
50,25,138.08,129.63,expired_card,elo,0.814,1,1,4,1,504.12,0
6,3,416.4,406.43,insufficient_funds,visa,0.605,2,18,5,3,416.4,1
22,31,68.32,68.75,insufficient_funds,visa,0.628,4,12,1,4,111.76,0
21,17,208.05,229.48,expired_card,visa,0.685,0,15,3,1,355.41,1
2,13,46.47,49.54,do_not_honor,amex,0.489,1,22,4,1,46.47,1
8,1,99.61,100.01,insufficient_funds,visa,0.658,0,11,6,1,99.61,0
45,17,34.82,37.58,card_declined,visa,0.737,5,13,6,2,130.36,0
3,16,98.69,108.99,insufficient_funds,hipercard,0.45,4,10,1,2,98.69,0
60,7,88.14,76.46,card_declined,elo,0.64,2,2,2,3,363.18,1
2,16,167.77,172.41,processing_error,mastercard,0.363,2,14,6,2,167.77,0
6,1,474.31,409.32,expired_card,mastercard,0.677,2,8,3,3,474.31,0
12,31,69.2,65.22,insufficient_funds,elo,0.506,4,12,0,2,69.2,0
1,11,16.54,17.84,do_not_honor,hipercard,0.505,3,21,4,4,16.54,0
1,15,81.69,88.83,expired_card,amex,0.478,1,4,2,2,81.69,0
58,24,127.52,142.2,expired_card,mastercard,0.777,1,17,4,1,650.64,0
63,22,116.95,116.89,insufficient_funds,elo,0.758,2,14,6,2,582.99,1
57,26,84.99,74.39,insufficient_funds,elo,0.709,2,14,2,1,333.92,1
1,28,366.48,325.45,insufficient_funds,elo,0.384,4,15,2,1,366.48,1
6,6,110.32,101.86,expired_card,elo,0.544,2,13,2,4,110.32,0
0,12,89.06,85.64,insufficient_funds,visa,0.637,4,8,2,4,89.06,0
34,21,48.99,49.38,insufficient_funds,elo,0.443,0,22,3,1,126.85,1
2,2,20.71,21.62,card_declined,visa,0.317,1,10,4,1,20.71,0
67,22,130.96,117.7,insufficient_funds,visa,0.89,1,18,0,4,624.3,1
70,1,121.56,110.22,card_declined,visa,0.889,0,19,6,1,610.8,1
15,27,38.15,34.41,insufficient_funds,visa,0.669,1,11,6,4,38.15,1
8,22,93.97,101.16,insufficient_funds,mastercard,0.613,2,10,1,4,93.97,0
0,17,86.02,80.91,insufficient_funds,visa,0.498,2,22,0,3,86.02,0
4,14,56.13,50.52,card_declined,mastercard,0.249,3,0,4,3,56.13,0
7,31,48.31,47.32,expired_card,hipercard,0.673,2,14,6,2,48.31,1
7,23,140.08,129.47,insufficient_funds,visa,0.642,0,7,0,4,140.08,1
22,24,79.98,76.84,generic_decline,visa,0.608,3,14,5,1,124.91,1
0,25,57.82,63.44,insufficient_funds,visa,0.602,1,10,6,1,57.82,1
28,1,45.47,43.2,insufficient_funds,elo,0.78,2,22,5,2,90.38,0
1,2,87.09,78.6,card_declined,visa,0.676,3,13,3,1,87.09,0
3,6,222.21,204.37,expired_card,visa,0.634,1,20,6,2,222.21,0
6,20,117.44,101.03,expired_card,visa,0.61,0,14,0,2,117.44,0
28,19,79.18,88.71,generic_decline,visa,0.658,2,16,5,2,185.6,0
61,10,128.56,136.16,card_declined,elo,0.884,0,18,4,1,657.54,0
60,30,328.45,324.84,insufficient_funds,elo,0.835,3,18,2,4,1542.99,0
8,4,151.11,153.87,insufficient_funds,visa,0.4,4,21,5,2,151.11,0
2,24,123.17,114.08,do_not_honor,mastercard,0.64,0,13,4,1,123.17,0
22,15,172.36,167.38,insufficient_funds,mastercard,0.516,5,15,5,2,272.09,1
13,13,84.95,80.36,insufficient_funds,hipercard,0.586,1,21,1,1,84.95,0
3,1,115.11,126.32,do_not_honor,elo,0.297,1,13,3,3,115.11,0
12,23,63.31,67.93,card_declined,elo,0.474,2,11,2,2,63.31,0
36,24,24.66,23.06,insufficient_funds,hipercard,0.64,1,12,4,1,62.95,0
35,10,132.55,142.98,card_declined,visa,0.498,4,13,4,3,378.8,0
8,16,133.0,116.8,insufficient_funds,visa,0.633,0,10,4,1,133.0,0
5,18,75.7,68.95,do_not_honor,elo,0.423,0,10,6,4,75.7,0
24,12,245.31,216.34,expired_card,visa,0.498,1,5,0,1,385.09,0
12,18,51.49,47.45,expired_card,mastercard,0.52,0,11,3,2,51.49,0
70,14,20.26,18.6,insufficient_funds,elo,0.749,3,22,3,1,103.07,0
18,26,52.62,58.94,insufficient_funds,mastercard,0.387,4,17,4,2,77.8,0
0,22,24.87,23.58,insufficient_funds,visa,0.525,1,13,3,4,24.87,0
69,4,131.98,126.25,card_declined,mastercard,0.946,0,20,1,1,689.64,1
3,24,50.12,44.1,expired_card,visa,0.629,2,17,1,3,50.12,0
40,11,234.42,203.9,do_not_honor,visa,0.753,1,10,2,3,623.03,0
18,28,230.11,210.74,insufficient_funds,mastercard,0.531,2,17,2,2,278.18,0
8,18,42.98,38.27,insufficient_funds,visa,0.456,1,23,4,2,42.98,1
66,2,47.68,45.46,expired_card,hipercard,0.933,0,8,2,2,237.53,1
0,23,157.14,142.34,expired_card,mastercard,0.549,2,23,1,2,157.14,1
18,4,233.41,210.87,insufficient_funds,amex,0.736,2,14,0,4,278.35,1
6,26,16.36,17.08,insufficient_funds,hipercard,0.57,0,15,4,1,16.36,0
8,28,125.54,142.19,insufficient_funds,mastercard,0.656,2,0,0,4,125.54,1
0,21,13.88,11.85,card_declined,mastercard,0.291,0,12,1,1,13.88,0
32,16,60.05,63.75,do_not_honor,amex,0.617,2,14,1,1,153.57,1
58,18,258.24,270.57,processing_error,visa,0.677,1,23,0,1,1238.01,1
61,14,1312.67,1346.16,card_declined,mastercard,0.872,0,19,6,1,6500.83,0
58,3,79.06,83.62,expired_card,visa,0.924,1,23,0,1,382.61,0
5,28,32.28,32.36,card_declined,elo,0.462,1,19,1,3,32.28,0
13,10,61.95,69.88,card_declined,elo,0.532,1,21,1,4,65.99,0
70,10,103.66,93.03,insufficient_funds,mastercard,0.683,1,1,5,4,515.54,1
0,6,53.89,53.46,insufficient_funds,mastercard,0.596,1,21,6,1,53.89,0
1,31,42.99,44.96,do_not_honor,mastercard,0.641,6,20,3,1,42.99,0
1,28,66.9,75.1,processing_error,mastercard,0.416,1,16,4,1,66.9,0
48,11,138.91,138.39,card_declined,mastercard,0.457,1,18,5,2,514.81,1
1,8,84.09,96.12,insufficient_funds,amex,0.386,2,20,1,1,84.09,0
19,24,44.67,46.77,processing_error,visa,0.733,1,5,3,2,65.29,1
51,14,53.9,57.12,insufficient_funds,visa,0.601,1,11,0,1,226.98,1
3,29,67.68,74.14,insufficient_funds,visa,0.439,3,23,1,2,67.68,1
36,27,40.23,43.05,expired_card,mastercard,0.756,2,13,3,1,117.53,0
9,24,52.16,52.51,expired_card,amex,0.614,0,8,2,4,52.16,0
14,4,173.15,187.31,insufficient_funds,visa,0.566,1,18,0,1,190.85,1
0,22,79.66,68.56,expired_card,mastercard,0.274,1,14,0,1,79.66,1
46,31,20.59,23.26,card_declined,hipercard,0.858,2,21,5,1,82.62,1
49,12,242.95,266.5,insufficient_funds,visa,0.75,1,16,4,1,1013.85,1
53,26,141.54,147.39,insufficient_funds,amex,0.793,1,23,5,2,610.83,1
1,13,28.61,24.91,card_declined,hipercard,0.338,4,18,4,1,28.61,0
23,29,70.66,66.31,do_not_honor,elo,0.719,3,17,1,2,112.9,1
6,20,48.37,44.79,do_not_honor,visa,0.445,0,15,4,2,48.37,1
4,4,178.34,165.34,insufficient_funds,mastercard,0.578,1,7,3,2,178.34,0
22,15,70.26,73.89,expired_card,visa,0.601,3,1,0,2,120.11,1
18,2,91.63,101.97,processing_error,visa,0.734,1,19,0,1,134.6,1
2,13,82.63,87.13,insufficient_funds,visa,0.376,1,19,1,1,82.63,1
53,28,26.25,25.37,expired_card,visa,0.927,0,11,5,1,105.14,1
0,7,340.64,388.59,insufficient_funds,hipercard,0.473,2,16,3,1,340.64,0
9,28,176.05,195.2,expired_card,mastercard,0.461,2,13,3,1,176.05,1
23,4,50.32,53.12,insufficient_funds,visa,0.394,1,19,6,1,90.44,1
2,20,115.91,112.34,insufficient_funds,mastercard,0.57,0,20,3,4,115.91,1
22,29,232.23,245.04,insufficient_funds,mastercard,0.779,3,15,2,1,398.33,1
3,20,102.71,99.88,insufficient_funds,visa,0.687,2,18,2,4,102.71,1
64,27,389.66,349.35,insufficient_funds,visa,0.934,0,14,1,2,1770.04,0
0,31,1305.48,1352.02,insufficient_funds,mastercard,0.511,2,16,1,1,1305.48,0
18,19,87.39,92.58,expired_card,elo,0.41,2,19,0,3,122.21,0
8,24,58.26,55.63,insufficient_funds,visa,0.316,1,9,1,2,58.26,1
3,2,40.59,45.82,insufficient_funds,amex,0.519,2,0,0,2,40.59,1
2,14,13.68,15.13,insufficient_funds,mastercard,0.563,2,17,0,1,13.68,0
65,9,296.23,303.59,generic_decline,mastercard,0.913,2,20,3,1,1562.22,0
7,25,71.41,61.99,insufficient_funds,visa,0.602,2,17,1,3,71.41,1
67,20,212.72,181.91,expired_card,mastercard,0.828,2,10,0,2,964.88,1
25,18,254.32,264.99,insufficient_funds,visa,0.792,2,15,3,2,492.26,0
4,28,37.42,40.94,insufficient_funds,visa,0.585,3,14,0,3,37.42,0
3,4,42.76,42.76,do_not_honor,amex,0.322,2,23,3,2,42.76,0
3,29,460.45,394.63,expired_card,mastercard,0.683,1,18,2,2,460.45,1
25,4,91.85,82.06,expired_card,visa,0.678,1,16,1,4,152.44,0
38,11,54.37,49.66,insufficient_funds,visa,0.455,3,14,0,1,143.63,1
0,19,38.63,40.11,insufficient_funds,visa,0.577,0,13,1,1,38.63,0
1,11,86.21,85.85,insufficient_funds,hipercard,0.477,2,9,4,1,86.21,0
7,21,373.11,328.58,insufficient_funds,visa,0.267,3,18,2,1,373.11,0
2,24,179.7,179.79,do_not_honor,mastercard,0.382,1,16,4,3,179.7,0
40,25,114.88,127.61,insufficient_funds,elo,0.892,3,8,5,2,389.92,1
31,6,400.81,393.49,insufficient_funds,visa,0.768,1,14,5,2,916.56,1
51,6,337.74,302.25,insufficient_funds,mastercard,0.717,1,20,5,1,1201.07,0
0,2,131.53,134.61,insufficient_funds,mastercard,0.509,1,9,0,2,131.53,0
5,16,1151.05,1299.32,insufficient_funds,amex,0.289,0,20,4,2,1151.05,0
8,5,78.46,69.42,insufficient_funds,mastercard,0.356,1,15,1,1,78.46,1
2,10,259.25,232.53,generic_decline,visa,0.278,3,7,4,1,259.25,1
3,25,68.94,70.32,expired_card,visa,0.352,3,23,2,1,68.94,0
27,28,217.98,207.52,insufficient_funds,visa,0.743,0,10,6,3,417.89,1
49,25,78.39,87.69,insufficient_funds,visa,0.758,0,4,2,2,333.6,0
3,1,147.26,156.66,expired_card,hipercard,0.473,2,16,5,2,147.26,0
9,17,816.93,730.44,insufficient_funds,visa,0.593,2,9,1,1,816.93,0
59,6,227.68,253.0,do_not_honor,visa,0.824,0,4,0,1,1179.65,0
67,12,149.3,155.67,expired_card,mastercard,0.585,3,18,4,1,825.7,0
13,14,49.12,49.03,insufficient_funds,visa,0.321,0,9,4,3,49.12,1
2,28,115.54,107.1,card_declined,mastercard,0.472,0,23,1,1,115.54,0
2,19,39.92,41.71,insufficient_funds,visa,0.595,2,20,1,1,39.92,1
7,8,214.93,240.62,insufficient_funds,elo,0.585,1,22,6,2,214.93,0
3,19,210.19,181.09,expired_card,visa,0.603,1,18,2,2,210.19,0
5,29,83.33,80.21,insufficient_funds,mastercard,0.457,2,16,3,3,83.33,0
59,2,428.42,484.41,insufficient_funds,mastercard,0.826,2,18,0,3,2258.63,1
3,24,378.11,364.83,do_not_honor,visa,0.599,1,16,0,3,378.11,0
66,7,111.65,96.1,processing_error,visa,0.953,2,20,4,3,502.12,1
4,5,161.54,142.23,insufficient_funds,mastercard,0.579,0,10,1,1,161.54,1
37,27,57.96,61.28,do_not_honor,elo,0.839,1,9,4,2,172.26,0
2,1,76.76,81.37,insufficient_funds,mastercard,0.573,3,18,0,1,76.76,0
21,23,37.52,33.19,processing_error,mastercard,0.424,0,10,0,2,51.4,1
56,4,63.91,58.53,insufficient_funds,mastercard,0.733,2,23,2,3,257.66,1
20,18,89.09,90.8,insufficient_funds,mastercard,0.78,3,9,2,2,133.68,0
25,19,22.36,23.61,card_declined,elo,0.759,2,18,6,1,43.86,1
5,26,163.17,146.37,insufficient_funds,visa,0.601,1,20,0,4,163.17,1
0,25,242.34,239.17,do_not_honor,mastercard,0.517,0,12,4,1,242.34,0
28,21,97.06,98.87,insufficient_funds,amex,0.627,2,18,5,1,206.86,1
39,12,8.9,7.7,generic_decline,mastercard,0.749,2,23,2,2,22.9,0
25,6,78.07,71.6,insufficient_funds,mastercard,0.732,2,23,4,2,133.01,1
1,19,28.35,31.91,insufficient_funds,elo,0.627,1,9,5,1,28.35,0
1,16,56.88,63.36,insufficient_funds,visa,0.557,3,9,1,1,56.88,0
56,3,355.01,336.1,insufficient_funds,mastercard,0.646,3,13,5,4,1479.59,0
11,29,11.24,12.48,expired_card,visa,0.413,1,6,6,1,11.24,1
0,10,47.33,49.21,expired_card,visa,0.547,2,9,1,2,47.33,0
0,1,204.24,233.75,processing_error,visa,0.603,1,14,1,1,204.24,1
15,27,52.4,59.73,expired_card,elo,0.544,0,0,6,2,65.33,0
57,17,48.96,50.68,insufficient_funds,mastercard,0.902,1,7,0,2,227.49,1
49,23,594.54,588.8,insufficient_funds,hipercard,0.9,3,23,0,1,2239.98,1
0,5,136.8,122.12,expired_card,visa,0.493,1,18,2,1,136.8,0
8,13,224.16,226.2,do_not_honor,visa,0.452,2,13,4,2,224.16,1
5,19,151.69,147.06,insufficient_funds,mastercard,0.437,1,9,6,1,151.69,1
1,8,112.85,117.78,insufficient_funds,visa,0.48,2,15,3,1,112.85,1
4,22,300.44,263.44,insufficient_funds,mastercard,0.652,0,17,5,4,300.44,0
5,7,531.08,584.44,insufficient_funds,visa,0.548,2,12,1,1,531.08,0
11,6,21.91,24.98,expired_card,visa,0.698,2,16,4,1,21.91,1
4,1,94.73,86.47,insufficient_funds,mastercard,0.649,1,15,1,2,94.73,0
0,9,94.07,97.82,processing_error,mastercard,0.591,1,17,5,3,94.07,0
2,8,66.76,72.81,insufficient_funds,visa,0.478,1,14,2,1,66.76,1
61,24,233.66,237.47,insufficient_funds,visa,0.934,1,15,4,4,1146.78,0
57,17,122.8,138.84,insufficient_funds,visa,0.637,1,9,2,2,623.22,1
2,6,540.66,542.58,insufficient_funds,visa,0.656,2,11,3,1,540.66,1
1,17,259.76,241.88,card_declined,hipercard,0.582,2,15,4,3,259.76,0
1,7,328.54,325.74,do_not_honor,mastercard,0.547,2,16,1,2,328.54,0
0,14,33.69,33.57,insufficient_funds,visa,0.654,1,20,1,2,33.69,1
0,26,47.77,44.24,insufficient_funds,visa,0.592,4,10,1,1,47.77,1
71,22,51.4,55.82,card_declined,visa,0.81,0,18,2,3,313.75,1
10,19,316.63,327.81,card_declined,visa,0.612,1,15,0,3,316.63,1
15,9,41.4,39.79,card_declined,hipercard,0.428,1,1,6,1,43.52,0
0,4,42.49,41.49,insufficient_funds,visa,0.328,5,5,1,1,42.49,0
20,23,36.1,34.71,expired_card,amex,0.714,1,16,2,2,51.1,0
1,17,1127.68,1110.05,insufficient_funds,elo,0.458,0,18,1,4,1127.68,0
29,19,86.15,86.88,insufficient_funds,elo,0.573,1,21,2,2,188.61,0
12,30,156.51,148.57,do_not_honor,mastercard,0.681,2,11,6,1,156.51,1
5,11,35.49,38.88,insufficient_funds,visa,0.638,0,20,4,1,35.49,1
24,24,229.18,258.63,insufficient_funds,elo,0.731,3,10,3,2,460.36,0
3,17,20.22,20.36,insufficient_funds,elo,0.361,1,17,4,3,20.22,0
31,7,40.97,43.57,insufficient_funds,mastercard,0.794,1,10,3,4,101.49,0
23,2,51.05,57.64,do_not_honor,visa,0.748,2,17,1,2,98.14,0
15,18,118.73,107.76,insufficient_funds,visa,0.658,0,12,1,2,118.73,0
4,9,48.32,43.82,insufficient_funds,visa,0.503,2,14,3,2,48.32,1
8,21,378.48,329.95,processing_error,visa,0.719,0,17,4,3,378.48,0
1,22,152.84,150.19,insufficient_funds,mastercard,0.478,1,16,0,2,152.84,0
0,15,52.98,50.3,insufficient_funds,amex,0.417,3,8,2,1,52.98,0
33,16,237.12,241.43,insufficient_funds,mastercard,0.597,0,17,0,1,600.86,1
4,19,68.93,67.92,insufficient_funds,mastercard,0.656,3,16,4,2,68.93,0
2,15,57.85,52.47,insufficient_funds,elo,0.642,0,19,1,3,57.85,1
1,26,216.62,209.55,expired_card,mastercard,0.522,4,21,2,2,216.62,0
9,3,11.06,9.5,insufficient_funds,mastercard,0.447,0,10,2,2,11.06,1
1,30,187.76,189.87,expired_card,elo,0.535,3,18,2,1,187.76,1
71,2,51.88,48.32,do_not_honor,visa,0.92,0,13,3,4,271.6,0
5,6,51.81,45.78,insufficient_funds,amex,0.52,0,11,0,1,51.81,1
46,22,556.58,484.09,insufficient_funds,visa,0.873,0,18,5,1,1719.6,1
2,4,60.98,64.9,insufficient_funds,mastercard,0.567,2,16,3,1,60.98,0
68,8,228.5,211.18,insufficient_funds,mastercard,0.962,1,22,3,1,1136.85,1
2,5,125.27,131.24,insufficient_funds,mastercard,0.545,2,11,1,1,125.27,0
27,23,137.36,150.36,insufficient_funds,mastercard,0.725,0,10,0,1,302.79,0
8,17,78.24,78.24,insufficient_funds,visa,0.72,3,15,4,4,78.24,0
14,3,74.7,66.48,insufficient_funds,elo,0.583,3,20,3,1,74.7,1
7,15,379.83,392.88,insufficient_funds,visa,0.373,0,16,2,1,379.83,1
7,6,223.39,194.68,card_declined,mastercard,0.639,1,14,3,1,223.39,0
26,29,62.71,68.68,insufficient_funds,elo,0.611,1,17,4,2,132.93,1
27,4,38.6,41.63,card_declined,mastercard,0.596,0,16,3,3,83.83,0
17,18,58.16,56.45,expired_card,amex,0.371,3,17,2,2,70.24,1
28,15,233.75,217.56,insufficient_funds,visa,0.675,2,19,6,2,455.18,1
0,17,278.5,296.01,expired_card,visa,0.611,0,23,3,1,278.5,1
2,29,160.03,163.26,insufficient_funds,visa,0.339,0,11,1,3,160.03,0
4,11,23.25,20.77,card_declined,amex,0.501,2,17,1,3,23.25,0
66,23,190.94,205.79,insufficient_funds,elo,0.873,1,17,3,1,1075.25,1
19,15,311.18,295.68,insufficient_funds,elo,0.422,3,11,0,1,412.76,1
2,20,114.04,127.51,expired_card,mastercard,0.562,0,23,0,3,114.04,0
0,12,567.4,623.48,expired_card,visa,0.409,1,20,3,1,567.4,0
5,7,30.23,28.2,card_declined,visa,0.661,2,11,2,1,30.23,1
4,3,179.6,166.41,insufficient_funds,mastercard,0.416,1,23,5,1,179.6,1
66,4,39.49,38.28,insufficient_funds,visa,0.807,2,11,0,1,200.01,1
43,29,250.31,273.17,insufficient_funds,mastercard,0.799,1,11,4,1,902.18,0
4,24,168.48,149.81,insufficient_funds,amex,0.398,2,0,4,2,168.48,0
3,8,484.22,457.5,insufficient_funds,visa,0.65,1,9,5,1,484.22,1
63,16,152.37,159.64,expired_card,mastercard,0.714,0,8,5,2,796.2,0
5,22,68.27,58.72,expired_card,mastercard,0.652,1,22,6,4,68.27,1
59,12,63.19,54.77,processing_error,visa,0.779,0,21,0,4,255.37,0
66,14,78.27,84.43,expired_card,visa,0.829,0,18,2,2,441.15,1
15,22,62.1,62.52,card_declined,mastercard,0.577,0,14,6,1,68.38,0
1,7,323.45,329.04,do_not_honor,elo,0.575,1,19,5,1,323.45,0
2,16,303.55,280.68,insufficient_funds,mastercard,0.407,1,15,5,2,303.55,1
45,6,25.87,26.12,card_declined,visa,0.524,1,23,3,3,90.6,0
8,1,101.14,102.51,insufficient_funds,visa,0.334,0,1,6,1,101.14,0
5,21,103.33,100.66,insufficient_funds,elo,0.685,3,0,2,1,103.33,1
29,22,48.83,55.63,generic_decline,visa,0.826,3,14,2,1,120.77,1
5,31,144.27,124.76,insufficient_funds,mastercard,0.619,1,21,6,2,144.27,0
3,6,357.84,348.71,do_not_honor,visa,0.401,0,18,2,1,357.84,0
14,23,215.85,239.0,processing_error,elo,0.651,1,13,6,4,243.51,1
71,28,323.44,294.94,do_not_honor,visa,0.802,1,8,2,1,1657.81,1
21,19,51.63,58.37,expired_card,visa,0.604,4,16,4,2,90.4,1
6,29,100.97,98.71,expired_card,mastercard,0.482,2,16,3,3,100.97,1
38,31,49.51,44.41,insufficient_funds,elo,0.766,1,1,3,3,128.44,1
0,24,120.91,106.15,insufficient_funds,hipercard,0.549,1,21,6,1,120.91,1
1,31,130.98,124.18,processing_error,hipercard,0.537,1,19,4,2,130.98,0
8,19,229.3,258.17,insufficient_funds,mastercard,0.495,1,15,5,2,229.3,1
48,16,313.93,355.28,insufficient_funds,mastercard,0.804,2,10,2,2,1321.64,1
3,28,180.26,183.68,generic_decline,mastercard,0.479,2,16,0,3,180.26,0
6,25,45.53,40.31,insufficient_funds,mastercard,0.564,1,17,6,1,45.53,1
10,4,29.41,29.03,processing_error,visa,0.609,2,22,6,1,29.41,0
46,9,155.14,151.31,insufficient_funds,mastercard,0.77,2,11,1,1,537.49,1
7,8,370.67,340.76,insufficient_funds,hipercard,0.626,1,20,6,2,370.67,1
9,25,95.62,83.46,expired_card,visa,0.351,4,15,3,2,95.62,0
23,7,25.17,24.28,insufficient_funds,visa,0.393,1,5,2,3,41.34,0
53,9,622.84,598.9,processing_error,visa,0.811,0,20,0,3,2482.02,1
61,16,150.98,160.22,insufficient_funds,mastercard,0.619,0,16,5,2,773.73,1
4,3,113.8,110.19,insufficient_funds,mastercard,0.638,2,4,6,2,113.8,0
35,29,34.64,29.58,do_not_honor,visa,0.667,0,18,1,1,78.37,0
21,16,99.17,84.89,insufficient_funds,mastercard,0.746,0,16,0,2,131.47,1
3,6,179.93,190.05,insufficient_funds,elo,0.679,1,14,1,2,179.93,1
5,8,152.82,160.19,insufficient_funds,visa,0.439,2,8,6,2,152.82,0
43,24,53.43,47.99,do_not_honor,elo,0.674,1,22,6,2,158.49,0
1,19,92.92,103.13,do_not_honor,elo,0.581,1,22,2,2,92.92,0
4,15,56.55,59.31,insufficient_funds,mastercard,0.391,1,23,5,3,56.55,0
27,11,428.66,384.17,insufficient_funds,visa,0.778,0,17,1,3,773.62,1
40,27,216.44,202.65,generic_decline,hipercard,0.744,2,7,3,2,619.21,1
31,24,61.35,70.07,do_not_honor,visa,0.688,2,17,4,3,163.21,0
19,22,34.62,33.66,expired_card,visa,0.61,1,21,0,2,46.99,0
4,14,125.11,115.23,expired_card,visa,0.437,3,23,0,1,125.11,0
36,30,63.09,63.55,insufficient_funds,amex,0.643,2,16,0,1,173.49,1
65,22,67.41,61.46,insufficient_funds,visa,0.835,2,13,6,3,316.26,1
2,14,35.66,38.78,card_declined,mastercard,0.59,0,15,2,2,35.66,0
2,29,39.8,43.31,card_declined,mastercard,0.481,0,16,1,3,39.8,1
31,27,112.94,123.13,expired_card,mastercard,0.478,3,21,2,2,286.81,0
6,23,77.12,79.83,processing_error,mastercard,0.465,2,23,6,1,77.12,0
5,24,897.9,950.17,insufficient_funds,visa,0.536,1,11,0,2,897.9,0
55,14,165.72,156.84,do_not_honor,mastercard,0.629,1,11,6,2,676.92,1
1,16,35.14,39.13,insufficient_funds,visa,0.424,1,21,3,2,35.14,0
4,6,24.99,22.32,generic_decline,visa,0.643,2,15,3,3,24.99,0
2,18,139.23,128.98,insufficient_funds,visa,0.611,4,12,2,1,139.23,0
12,12,68.71,78.87,insufficient_funds,mastercard,0.636,0,9,0,2,68.71,0
23,11,318.99,363.05,expired_card,visa,0.642,0,10,5,2,618.14,0
5,28,125.56,125.85,insufficient_funds,mastercard,0.652,3,13,3,3,125.56,0
48,6,16.8,16.8,insufficient_funds,visa,0.748,1,1,0,2,62.5,1
9,25,39.52,34.98,card_declined,mastercard,0.474,0,23,4,1,39.52,1
69,9,53.65,56.22,insufficient_funds,visa,0.902,2,16,2,1,307.1,0
0,2,144.76,124.39,processing_error,mastercard,0.468,3,20,2,1,144.76,0
5,2,38.37,36.23,insufficient_funds,elo,0.425,4,15,0,2,38.37,0
0,14,111.96,109.22,insufficient_funds,visa,0.561,3,23,4,4,111.96,0
1,15,29.83,33.36,insufficient_funds,elo,0.637,2,14,4,1,29.83,1
54,10,98.29,112.1,insufficient_funds,mastercard,0.708,2,14,6,2,474.18,0
15,20,135.79,155.1,insufficient_funds,visa,0.609,1,19,0,2,169.64,1
26,15,358.05,390.15,insufficient_funds,visa,0.724,0,16,6,1,755.16,1
59,3,121.58,113.92,insufficient_funds,visa,0.927,4,13,3,2,531.17,1
41,11,47.32,40.87,insufficient_funds,elo,0.732,2,0,0,1,128.24,1
57,4,368.2,359.98,expired_card,visa,0.876,0,9,4,2,1615.86,1
48,2,83.07,78.02,insufficient_funds,hipercard,0.725,1,12,2,3,290.23,0
8,6,194.33,203.38,insufficient_funds,mastercard,0.482,0,9,0,3,194.33,1
6,22,56.71,54.52,insufficient_funds,mastercard,0.629,1,16,0,2,56.71,1
5,22,105.96,118.38,do_not_honor,hipercard,0.618,0,13,6,4,105.96,0
70,26,47.97,46.16,insufficient_funds,visa,0.965,2,18,4,1,255.8,0
1,24,130.15,125.39,do_not_honor,elo,0.588,5,15,6,2,130.15,0
11,16,199.62,215.14,insufficient_funds,visa,0.627,1,11,5,1,199.62,1
63,10,62.98,64.68,generic_decline,mastercard,0.852,0,15,4,1,322.59,0
14,1,59.92,55.52,insufficient_funds,visa,0.607,2,19,0,2,59.92,1
67,19,134.2,141.31,expired_card,elo,0.837,0,16,2,2,749.53,0
1,9,46.97,47.86,insufficient_funds,visa,0.611,0,14,1,1,46.97,0
1,8,25.38,22.37,do_not_honor,mastercard,0.6,3,14,0,3,25.38,0
34,30,133.77,132.46,insufficient_funds,amex,0.78,0,18,3,1,340.28,0
11,6,88.83,99.99,card_declined,visa,0.366,1,18,1,1,88.83,0
3,2,87.18,79.64,insufficient_funds,hipercard,0.446,0,17,6,1,87.18,1
2,28,155.29,151.31,expired_card,mastercard,0.506,1,16,0,1,155.29,1
9,10,175.8,163.98,card_declined,elo,0.556,3,13,0,2,175.8,0
2,13,84.72,85.66,insufficient_funds,mastercard,0.43,1,19,4,2,84.72,0
10,3,36.06,41.2,expired_card,elo,0.576,1,22,0,2,36.06,1
53,13,55.43,52.27,card_declined,amex,0.701,4,9,3,2,216.62,0
1,30,164.35,180.76,insufficient_funds,visa,0.425,4,22,5,1,164.35,0
26,21,110.34,121.54,insufficient_funds,elo,0.408,3,11,0,1,235.25,0
15,15,59.98,55.65,insufficient_funds,hipercard,0.648,1,9,0,4,60.87,0
40,10,48.7,52.68,card_declined,elo,0.798,3,18,6,1,160.97,0
