days_since_last,features_used_30d,mrr,evento_cancelamento,evento_downgrade,evento_sessao,event,risk_regra,churn
7.0,2.0,888.75,0.0,0.0,1.0,Session Started,0.343,1
6.0,2.0,3913.46,0.0,0.0,1.0,Session Started,0.32,0
3.0,4.0,3250.79,0.0,0.0,1.0,Session Started,0.13,0
5.0,7.0,2252.46,0.0,0.0,1.0,Session Started,0.117,0
1.0,2.0,1389.97,0.0,0.0,1.0,Session Started,0.203,1
7.0,2.0,821.36,0.0,0.0,1.0,Session Started,0.343,0
2.0,1.0,7482.36,0.0,0.0,1.0,Session Started,0.287,0
2.0,2.0,2997.37,0.0,0.0,1.0,Session Started,0.227,1
1.0,2.0,2374.38,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,1.0,1299.48,0.0,0.0,1.0,Session Started,0.287,0
2.0,10.0,1863.66,0.0,0.0,1.0,Session Started,0.047,0
3.0,6.0,2062.71,0.0,0.0,1.0,Session Started,0.07,0
1.0,1.0,2489.66,0.0,0.0,1.0,Session Started,0.263,0
1.0,16.0,3253.45,0.0,0.0,1.0,Session Started,0.023,1
4.0,1.0,966.83,0.0,0.0,1.0,Session Started,0.333,1
1.0,2.0,559.32,0.0,0.0,1.0,Session Started,0.203,0
7.0,6.0,1934.15,0.0,0.0,1.0,Session Started,0.163,0
11.0,1.0,446.85,0.0,0.0,1.0,Session Started,0.497,1
3.0,2.0,1395.59,0.0,0.0,1.0,Session Started,0.25,0
9.0,2.0,1203.09,0.0,0.0,1.0,Session Started,0.39,0
1.0,1.0,2679.54,0.0,0.0,1.0,Session Started,0.263,1
0.0,2.0,8831.48,0.0,0.0,1.0,Session Started,0.18,1
7.0,1.0,381.58,0.0,0.0,1.0,Session Started,0.403,1
8.0,2.0,11151.71,0.0,0.0,1.0,Session Started,0.367,0
8.0,1.0,1500.48,0.0,0.0,1.0,Session Started,0.427,0
0.0,1.0,2388.08,0.0,0.0,1.0,Session Started,0.24,0
8.0,3.0,582.97,0.0,0.0,1.0,Session Started,0.307,0
3.0,1.0,4013.81,0.0,0.0,1.0,Session Started,0.31,0
2.0,2.0,1869.04,0.0,0.0,1.0,Session Started,0.227,1
1.0,3.0,1721.28,0.0,0.0,1.0,Session Started,0.143,0
17.0,3.0,383.79,0.0,0.0,1.0,Session Started,0.517,1
0.0,1.0,1918.0,0.0,0.0,1.0,Session Started,0.24,1
8.0,6.0,3556.96,0.0,1.0,0.0,Downgrade Clicked,0.75,1
5.0,3.0,1496.64,0.0,0.0,1.0,Session Started,0.237,0
7.0,2.0,4625.59,0.0,0.0,1.0,Session Started,0.343,0
7.0,3.0,4475.24,0.0,0.0,1.0,Session Started,0.283,0
9.0,3.0,1082.6,0.0,1.0,0.0,Downgrade Clicked,0.75,0
1.0,2.0,6477.51,0.0,0.0,1.0,Session Started,0.203,1
0.0,2.0,1874.76,0.0,0.0,1.0,Session Started,0.18,0
4.0,3.0,1881.45,0.0,0.0,1.0,Session Started,0.213,0
2.0,16.0,1957.03,0.0,0.0,1.0,Session Started,0.047,0
1.0,2.0,1911.14,0.0,0.0,1.0,Session Started,0.203,0
1.0,4.0,220.5,0.0,0.0,1.0,Session Started,0.083,0
2.0,3.0,1558.68,0.0,0.0,1.0,Session Started,0.167,0
0.0,6.0,607.19,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
0.0,10.0,6641.34,0.0,1.0,0.0,Downgrade Clicked,0.75,1
10.0,1.0,6430.88,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
2.0,1.0,3574.39,0.0,0.0,1.0,Session Started,0.287,1
14.0,2.0,1494.02,0.0,0.0,1.0,Session Started,0.507,0
12.0,2.0,807.21,0.0,0.0,1.0,Session Started,0.46,0
1.0,2.0,1068.42,0.0,0.0,1.0,Session Started,0.203,0
7.0,4.0,8553.65,0.0,0.0,1.0,Session Started,0.223,1
4.0,8.0,1039.24,0.0,0.0,1.0,Session Started,0.093,0
7.0,2.0,274.66,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,3.0,4122.16,0.0,0.0,1.0,Session Started,0.143,1
1.0,1.0,6005.33,0.0,0.0,1.0,Session Started,0.263,0
0.0,2.0,6818.35,0.0,0.0,1.0,Session Started,0.18,1
4.0,1.0,4149.23,0.0,0.0,1.0,Session Started,0.333,0
14.0,2.0,4727.8,0.0,0.0,1.0,Session Started,0.507,1
7.0,2.0,1886.25,0.0,0.0,1.0,Session Started,0.343,1
7.0,3.0,343.42,0.0,0.0,1.0,Session Started,0.283,0
14.0,2.0,1848.82,0.0,0.0,1.0,Session Started,0.507,1
7.0,2.0,2972.8,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,1.0,1622.6,0.0,0.0,1.0,Session Started,0.24,1
9.0,1.0,1564.51,0.0,0.0,1.0,Session Started,0.45,0
3.0,12.0,836.06,0.0,0.0,1.0,Session Started,0.07,1
0.0,8.0,811.28,0.0,0.0,1.0,Session Started,0.0,0
3.0,1.0,7867.68,0.0,0.0,1.0,Session Started,0.31,0
10.0,1.0,8098.85,0.0,0.0,1.0,Session Started,0.473,0
2.0,2.0,1804.22,0.0,0.0,1.0,Session Started,0.227,0
3.0,2.0,2264.75,0.0,0.0,1.0,Session Started,0.25,0
1.0,2.0,824.94,0.0,0.0,1.0,Session Started,0.203,0
0.0,1.0,3023.17,0.0,0.0,1.0,Session Started,0.24,0
0.0,2.0,7388.79,0.0,0.0,1.0,Session Started,0.18,0
7.0,1.0,531.99,0.0,0.0,1.0,Session Started,0.403,0
9.0,1.0,2620.46,0.0,0.0,1.0,Session Started,0.45,0
1.0,1.0,2782.81,0.0,1.0,0.0,Downgrade Clicked,0.75,0
2.0,2.0,2757.52,0.0,0.0,1.0,Session Started,0.227,0
1.0,2.0,6729.49,0.0,0.0,1.0,Session Started,0.203,0
0.0,1.0,9217.09,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,2.0,1499.99,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
7.0,2.0,3098.08,0.0,0.0,1.0,Session Started,0.343,0
5.0,4.0,1934.08,0.0,0.0,1.0,Session Started,0.177,0
3.0,10.0,1090.41,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,1.0,2245.43,0.0,0.0,1.0,Session Started,0.333,0
1.0,7.0,3093.94,0.0,0.0,1.0,Session Started,0.023,0
1.0,3.0,2150.69,0.0,0.0,1.0,Session Started,0.143,0
10.0,2.0,893.42,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,2.0,1247.82,0.0,0.0,1.0,Session Started,0.367,1
10.0,2.0,1255.48,0.0,0.0,1.0,Session Started,0.413,0
10.0,1.0,921.54,0.0,0.0,1.0,Session Started,0.473,0
5.0,13.0,2323.5,0.0,0.0,1.0,Session Started,0.117,0
10.0,2.0,2526.25,0.0,0.0,1.0,Session Started,0.413,1
3.0,2.0,3958.47,0.0,0.0,1.0,Session Started,0.25,1
0.0,2.0,910.42,0.0,0.0,1.0,Session Started,0.18,0
0.0,1.0,1139.13,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,1.0,6270.78,0.0,0.0,1.0,Session Started,0.263,0
1.0,2.0,1585.1,0.0,0.0,1.0,Session Started,0.203,0
2.0,2.0,1852.15,0.0,0.0,1.0,Session Started,0.227,0
7.0,4.0,1571.71,0.0,0.0,1.0,Session Started,0.223,0
8.0,2.0,4475.73,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
4.0,2.0,4616.75,0.0,0.0,1.0,Session Started,0.273,1
1.0,5.0,4405.31,0.0,0.0,1.0,Session Started,0.023,0
7.0,1.0,1846.88,0.0,0.0,1.0,Session Started,0.403,1
2.0,2.0,899.69,0.0,0.0,1.0,Session Started,0.227,0
0.0,3.0,8435.21,0.0,0.0,1.0,Session Started,0.12,0
2.0,1.0,3586.91,0.0,0.0,1.0,Session Started,0.287,0
2.0,1.0,1254.73,0.0,0.0,1.0,Session Started,0.287,0
2.0,1.0,5647.99,0.0,0.0,1.0,Session Started,0.287,0
8.0,1.0,1177.93,0.0,0.0,1.0,Session Started,0.427,0
8.0,2.0,5589.04,0.0,0.0,1.0,Session Started,0.367,1
7.0,1.0,5899.53,0.0,0.0,1.0,Session Started,0.403,0
1.0,2.0,865.07,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,1.0,2879.6,0.0,0.0,1.0,Session Started,0.427,0
7.0,1.0,3380.41,0.0,0.0,1.0,Session Started,0.403,1
1.0,1.0,14646.07,0.0,0.0,1.0,Session Started,0.263,0
5.0,1.0,998.41,0.0,0.0,1.0,Session Started,0.357,0
3.0,14.0,5687.55,0.0,0.0,1.0,Session Started,0.07,0
3.0,1.0,1833.31,0.0,0.0,1.0,Session Started,0.31,0
1.0,1.0,669.75,0.0,0.0,1.0,Session Started,0.263,0
3.0,1.0,1642.56,0.0,0.0,1.0,Session Started,0.31,0
1.0,2.0,1811.61,0.0,0.0,1.0,Session Started,0.203,0
1.0,2.0,775.02,0.0,0.0,1.0,Session Started,0.203,0
1.0,4.0,2320.97,0.0,0.0,1.0,Session Started,0.083,0
11.0,2.0,3890.32,0.0,0.0,1.0,Session Started,0.437,0
2.0,2.0,2187.6,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,1172.07,0.0,0.0,1.0,Session Started,0.227,1
2.0,6.0,1605.55,0.0,0.0,1.0,Session Started,0.047,0
9.0,2.0,1801.48,0.0,0.0,1.0,Session Started,0.39,1
4.0,1.0,2151.36,0.0,0.0,1.0,Session Started,0.333,0
10.0,3.0,4393.43,0.0,0.0,1.0,Session Started,0.353,1
2.0,5.0,2247.45,0.0,0.0,1.0,Session Started,0.047,1
1.0,2.0,588.66,0.0,0.0,1.0,Session Started,0.203,0
4.0,14.0,1153.02,0.0,0.0,1.0,Session Started,0.093,0
2.0,7.0,2064.86,0.0,0.0,1.0,Session Started,0.047,0
8.0,1.0,4443.95,0.0,0.0,1.0,Session Started,0.427,1
9.0,4.0,5106.54,0.0,0.0,1.0,Session Started,0.27,1
3.0,2.0,7478.21,0.0,0.0,1.0,Session Started,0.25,1
12.0,2.0,2007.19,0.0,0.0,1.0,Session Started,0.46,1
4.0,2.0,3329.73,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,6.0,564.78,0.0,0.0,1.0,Session Started,0.047,0
3.0,2.0,2550.14,0.0,0.0,1.0,Session Started,0.25,1
0.0,2.0,764.93,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
8.0,1.0,1719.81,0.0,0.0,1.0,Session Started,0.427,0
1.0,2.0,20411.85,0.0,0.0,1.0,Session Started,0.203,0
2.0,8.0,2305.02,0.0,0.0,1.0,Session Started,0.047,0
4.0,3.0,905.92,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
0.0,1.0,2505.47,0.0,0.0,1.0,Session Started,0.24,0
0.0,7.0,1195.52,0.0,0.0,1.0,Session Started,0.0,0
7.0,5.0,838.32,0.0,0.0,1.0,Session Started,0.163,0
0.0,2.0,9725.55,0.0,0.0,1.0,Session Started,0.18,0
3.0,1.0,4244.8,0.0,0.0,1.0,Session Started,0.31,1
2.0,2.0,2383.75,0.0,0.0,1.0,Session Started,0.227,0
2.0,1.0,1321.52,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,1.0,1410.03,0.0,0.0,1.0,Session Started,0.263,1
8.0,2.0,6210.43,0.0,0.0,1.0,Session Started,0.367,0
11.0,8.0,2310.6,0.0,0.0,1.0,Session Started,0.257,1
1.0,2.0,153.51,0.0,0.0,1.0,Session Started,0.203,0
12.0,6.0,12540.9,0.0,0.0,1.0,Session Started,0.28,0
4.0,8.0,2093.2,0.0,0.0,1.0,Session Started,0.093,0
5.0,1.0,2379.62,0.0,0.0,1.0,Session Started,0.357,0
7.0,1.0,4312.86,0.0,0.0,1.0,Session Started,0.403,0
7.0,3.0,2623.65,0.0,0.0,1.0,Session Started,0.283,1
8.0,3.0,3286.33,0.0,0.0,1.0,Session Started,0.307,0
3.0,2.0,1288.23,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,2.0,675.98,0.0,0.0,1.0,Session Started,0.273,0
2.0,2.0,2262.41,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,3.0,5683.32,0.0,0.0,1.0,Session Started,0.143,0
6.0,3.0,1076.81,0.0,0.0,1.0,Session Started,0.26,1
0.0,1.0,1009.87,0.0,0.0,1.0,Session Started,0.24,0
2.0,1.0,4802.13,0.0,0.0,1.0,Session Started,0.287,0
1.0,1.0,1254.14,0.0,1.0,0.0,Downgrade Clicked,0.75,0
1.0,8.0,1301.86,0.0,0.0,1.0,Session Started,0.023,0
5.0,8.0,1341.42,0.0,1.0,0.0,Downgrade Clicked,0.75,0
5.0,4.0,1716.45,0.0,0.0,1.0,Session Started,0.177,0
3.0,1.0,513.42,0.0,0.0,1.0,Session Started,0.31,0
0.0,2.0,1174.42,0.0,0.0,1.0,Session Started,0.18,0
3.0,1.0,2173.94,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
2.0,2.0,2161.57,0.0,0.0,1.0,Session Started,0.227,0
7.0,1.0,4566.01,0.0,0.0,1.0,Session Started,0.403,0
4.0,5.0,7875.51,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,1.0,6063.16,0.0,0.0,1.0,Session Started,0.31,1
3.0,2.0,3758.3,0.0,0.0,1.0,Session Started,0.25,0
12.0,14.0,1605.21,0.0,1.0,0.0,Downgrade Clicked,0.75,0
8.0,2.0,1098.33,0.0,0.0,1.0,Session Started,0.367,1
3.0,1.0,1834.09,0.0,0.0,1.0,Session Started,0.31,0
3.0,8.0,2888.41,0.0,0.0,1.0,Session Started,0.07,0
0.0,2.0,3489.63,0.0,0.0,1.0,Session Started,0.18,1
11.0,2.0,2976.4,0.0,0.0,1.0,Session Started,0.437,1
2.0,2.0,1641.0,0.0,0.0,1.0,Session Started,0.227,0
2.0,7.0,3393.07,0.0,0.0,1.0,Session Started,0.047,1
18.0,2.0,4957.7,0.0,0.0,1.0,Session Started,0.6,0
7.0,2.0,3656.01,0.0,0.0,1.0,Session Started,0.343,0
0.0,2.0,1762.33,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,1.0,927.9,0.0,0.0,1.0,Session Started,0.24,0
0.0,4.0,910.46,0.0,0.0,1.0,Session Started,0.06,0
4.0,1.0,1048.41,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,2.0,2220.88,0.0,0.0,1.0,Session Started,0.18,0
10.0,2.0,2740.36,0.0,0.0,1.0,Session Started,0.413,0
10.0,1.0,583.11,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
4.0,2.0,1208.1,0.0,0.0,1.0,Session Started,0.273,0
5.0,2.0,2196.52,0.0,0.0,1.0,Session Started,0.297,0
2.0,1.0,880.29,0.0,0.0,1.0,Session Started,0.287,1
0.0,1.0,2558.36,0.0,0.0,1.0,Session Started,0.24,0
7.0,7.0,1413.83,0.0,0.0,1.0,Session Started,0.163,1
1.0,12.0,1013.6,0.0,0.0,1.0,Session Started,0.023,0
0.0,2.0,1886.66,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,2474.58,0.0,0.0,1.0,Session Started,0.227,0
0.0,1.0,917.06,0.0,0.0,1.0,Session Started,0.24,0
3.0,1.0,1489.07,0.0,0.0,1.0,Session Started,0.31,0
7.0,2.0,2628.43,0.0,0.0,1.0,Session Started,0.343,1
8.0,8.0,982.72,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,3.0,480.0,0.0,0.0,1.0,Session Started,0.213,1
8.0,2.0,528.87,0.0,0.0,1.0,Session Started,0.367,0
3.0,12.0,1294.09,0.0,0.0,1.0,Session Started,0.07,0
8.0,2.0,629.71,0.0,0.0,1.0,Session Started,0.367,0
3.0,1.0,1368.98,0.0,0.0,1.0,Session Started,0.31,0
2.0,2.0,6849.66,0.0,0.0,1.0,Session Started,0.227,0
11.0,1.0,600.11,0.0,0.0,1.0,Session Started,0.497,0
2.0,7.0,1442.19,0.0,0.0,1.0,Session Started,0.047,0
0.0,2.0,9955.13,0.0,0.0,1.0,Session Started,0.18,0
2.0,2.0,2506.15,0.0,0.0,1.0,Session Started,0.227,0
3.0,2.0,1347.25,0.0,0.0,1.0,Session Started,0.25,0
2.0,7.0,1594.78,0.0,0.0,1.0,Session Started,0.047,0
3.0,2.0,2549.09,0.0,0.0,1.0,Session Started,0.25,1
9.0,2.0,7020.7,0.0,0.0,1.0,Session Started,0.39,1
2.0,1.0,1182.42,0.0,0.0,1.0,Session Started,0.287,0
3.0,7.0,986.25,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,600.01,0.0,0.0,1.0,Session Started,0.227,0
8.0,1.0,1963.49,0.0,0.0,1.0,Session Started,0.427,0
1.0,7.0,587.25,0.0,0.0,1.0,Session Started,0.023,0
1.0,1.0,1247.6,0.0,0.0,1.0,Session Started,0.263,0
3.0,1.0,873.98,0.0,0.0,1.0,Session Started,0.31,1
7.0,2.0,4269.7,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,2.0,1203.85,0.0,0.0,1.0,Session Started,0.367,0
4.0,2.0,2483.8,0.0,0.0,1.0,Session Started,0.273,0
8.0,1.0,501.06,0.0,0.0,1.0,Session Started,0.427,0
3.0,1.0,2008.62,0.0,0.0,1.0,Session Started,0.31,0
0.0,1.0,690.54,0.0,0.0,1.0,Session Started,0.24,1
1.0,1.0,1286.24,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
0.0,10.0,10603.74,0.0,0.0,1.0,Session Started,0.0,0
2.0,2.0,3811.35,0.0,0.0,1.0,Session Started,0.227,0
3.0,2.0,1631.52,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,23368.72,0.0,0.0,1.0,Session Started,0.227,0
4.0,3.0,869.45,0.0,0.0,1.0,Session Started,0.213,0
3.0,1.0,4592.47,0.0,1.0,0.0,Downgrade Clicked,0.75,1
7.0,1.0,530.52,0.0,0.0,1.0,Session Started,0.403,1
6.0,2.0,1487.51,0.0,0.0,1.0,Session Started,0.32,1
2.0,2.0,615.09,0.0,0.0,1.0,Session Started,0.227,0
2.0,3.0,2221.24,0.0,1.0,0.0,Downgrade Clicked,0.75,0
4.0,7.0,1890.84,0.0,0.0,1.0,Session Started,0.093,0
4.0,5.0,1413.56,0.0,0.0,1.0,Session Started,0.093,0
2.0,1.0,4331.4,0.0,0.0,1.0,Session Started,0.287,0
2.0,1.0,1148.62,0.0,1.0,0.0,Downgrade Clicked,0.75,0
7.0,1.0,2348.38,0.0,0.0,1.0,Session Started,0.403,0
5.0,4.0,3485.77,0.0,0.0,1.0,Session Started,0.177,0
1.0,8.0,551.93,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,8.0,993.53,0.0,0.0,1.0,Session Started,0.07,0
9.0,1.0,1887.65,0.0,0.0,1.0,Session Started,0.45,0
0.0,5.0,2993.27,0.0,0.0,1.0,Session Started,0.0,0
8.0,2.0,5636.34,0.0,0.0,1.0,Session Started,0.367,1
1.0,5.0,1521.26,0.0,0.0,1.0,Session Started,0.023,0
3.0,2.0,1403.64,0.0,0.0,1.0,Session Started,0.25,1
3.0,1.0,899.58,0.0,0.0,1.0,Session Started,0.31,0
0.0,1.0,2354.27,0.0,0.0,1.0,Session Started,0.24,0
10.0,10.0,1425.54,0.0,0.0,1.0,Session Started,0.233,0
3.0,2.0,1452.11,0.0,0.0,1.0,Session Started,0.25,0
11.0,2.0,1677.21,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,2811.02,0.0,0.0,1.0,Session Started,0.227,1
9.0,2.0,1151.72,0.0,0.0,1.0,Session Started,0.39,1
10.0,9.0,974.84,0.0,0.0,1.0,Session Started,0.233,0
4.0,1.0,2553.91,0.0,0.0,1.0,Session Started,0.333,0
1.0,1.0,160.68,0.0,0.0,1.0,Session Started,0.263,0
7.0,4.0,1115.5,0.0,0.0,1.0,Session Started,0.223,1
4.0,2.0,719.78,0.0,1.0,0.0,Downgrade Clicked,0.75,1
11.0,1.0,4734.38,0.0,0.0,1.0,Session Started,0.497,1
3.0,1.0,1270.61,0.0,0.0,1.0,Session Started,0.31,1
2.0,1.0,1154.51,0.0,0.0,1.0,Session Started,0.287,0
1.0,1.0,1739.06,0.0,0.0,1.0,Session Started,0.263,1
7.0,1.0,1122.94,0.0,0.0,1.0,Session Started,0.403,1
13.0,1.0,1310.13,0.0,0.0,1.0,Session Started,0.543,0
0.0,3.0,1954.11,0.0,0.0,1.0,Session Started,0.12,0
7.0,6.0,1289.96,0.0,0.0,1.0,Session Started,0.163,0
10.0,7.0,1282.58,0.0,0.0,1.0,Session Started,0.233,0
0.0,2.0,805.83,0.0,0.0,1.0,Session Started,0.18,1
1.0,1.0,718.36,0.0,0.0,1.0,Session Started,0.263,0
7.0,16.0,1897.91,0.0,0.0,1.0,Session Started,0.163,0
5.0,3.0,2310.64,0.0,0.0,1.0,Session Started,0.237,1
0.0,2.0,576.79,0.0,0.0,1.0,Session Started,0.18,0
8.0,1.0,3320.77,0.0,0.0,1.0,Session Started,0.427,0
3.0,1.0,3331.7,0.0,1.0,0.0,Downgrade Clicked,0.75,1
9.0,2.0,3943.21,0.0,0.0,1.0,Session Started,0.39,1
9.0,2.0,2298.27,0.0,0.0,1.0,Session Started,0.39,1
8.0,1.0,3009.91,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,11.0,10383.99,0.0,0.0,1.0,Session Started,0.07,1
2.0,2.0,1420.53,0.0,0.0,1.0,Session Started,0.227,0
3.0,2.0,783.25,0.0,0.0,1.0,Session Started,0.25,1
1.0,1.0,529.93,0.0,0.0,1.0,Session Started,0.263,0
6.0,3.0,7365.33,0.0,0.0,1.0,Session Started,0.26,1
1.0,3.0,7443.0,0.0,0.0,1.0,Session Started,0.143,0
3.0,1.0,862.92,0.0,0.0,1.0,Session Started,0.31,0
0.0,2.0,1010.44,0.0,0.0,1.0,Session Started,0.18,0
2.0,2.0,1395.22,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
2.0,5.0,4814.59,0.0,0.0,1.0,Session Started,0.047,0
5.0,1.0,645.59,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
8.0,7.0,374.92,0.0,0.0,1.0,Session Started,0.187,0
0.0,2.0,10239.54,0.0,0.0,1.0,Session Started,0.18,0
8.0,1.0,2321.34,0.0,1.0,0.0,Downgrade Clicked,0.75,1
9.0,1.0,2600.69,0.0,0.0,1.0,Session Started,0.45,0
2.0,1.0,1534.43,0.0,0.0,1.0,Session Started,0.287,0
6.0,1.0,2624.45,0.0,0.0,1.0,Session Started,0.38,0
3.0,2.0,538.42,0.0,0.0,1.0,Session Started,0.25,0
1.0,3.0,922.66,0.0,0.0,1.0,Session Started,0.143,0
4.0,1.0,1966.73,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
0.0,15.0,293.91,0.0,0.0,1.0,Session Started,0.0,0
9.0,1.0,1419.39,0.0,0.0,1.0,Session Started,0.45,1
10.0,2.0,1351.09,0.0,0.0,1.0,Session Started,0.413,1
8.0,8.0,1419.2,0.0,0.0,1.0,Session Started,0.187,0
4.0,5.0,1163.44,0.0,0.0,1.0,Session Started,0.093,0
4.0,2.0,815.08,0.0,0.0,1.0,Session Started,0.273,0
14.0,3.0,420.89,0.0,0.0,1.0,Session Started,0.447,0
2.0,1.0,2030.01,0.0,0.0,1.0,Session Started,0.287,0
0.0,1.0,1422.12,0.0,0.0,1.0,Session Started,0.24,0
4.0,2.0,601.71,0.0,0.0,1.0,Session Started,0.273,0
2.0,1.0,1900.79,0.0,0.0,1.0,Session Started,0.287,0
2.0,2.0,1428.01,0.0,0.0,1.0,Session Started,0.227,0
0.0,1.0,1250.35,0.0,0.0,1.0,Session Started,0.24,1
4.0,8.0,321.98,0.0,0.0,1.0,Session Started,0.093,0
2.0,7.0,3121.95,0.0,0.0,1.0,Session Started,0.047,0
1.0,5.0,674.22,0.0,0.0,1.0,Session Started,0.023,0
0.0,3.0,1901.91,0.0,0.0,1.0,Session Started,0.12,1
3.0,1.0,947.08,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
9.0,1.0,1324.8,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,4545.23,0.0,0.0,1.0,Session Started,0.227,0
7.0,2.0,2766.38,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,2.0,4465.03,0.0,0.0,1.0,Session Started,0.367,0
2.0,2.0,2355.03,0.0,0.0,1.0,Session Started,0.227,1
8.0,2.0,2482.24,0.0,0.0,1.0,Session Started,0.367,1
7.0,1.0,434.89,0.0,0.0,1.0,Session Started,0.403,1
4.0,1.0,1402.46,0.0,0.0,1.0,Session Started,0.333,1
0.0,2.0,1510.31,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,2.0,4812.31,0.0,0.0,1.0,Session Started,0.18,0
15.0,10.0,1205.94,0.0,0.0,1.0,Session Started,0.35,0
8.0,2.0,2234.76,0.0,0.0,1.0,Session Started,0.367,1
10.0,3.0,2165.93,0.0,0.0,1.0,Session Started,0.353,1
9.0,4.0,4564.85,0.0,0.0,1.0,Session Started,0.27,0
0.0,1.0,1624.58,0.0,0.0,1.0,Session Started,0.24,0
8.0,2.0,3505.99,0.0,0.0,1.0,Session Started,0.367,0
3.0,2.0,462.25,0.0,0.0,1.0,Session Started,0.25,0
8.0,2.0,497.1,0.0,0.0,1.0,Session Started,0.367,0
0.0,1.0,291.0,0.0,0.0,1.0,Session Started,0.24,1
2.0,7.0,3390.69,0.0,0.0,1.0,Session Started,0.047,0
7.0,10.0,3099.31,0.0,0.0,1.0,Session Started,0.163,0
8.0,1.0,3705.09,0.0,0.0,1.0,Session Started,0.427,1
5.0,1.0,1051.64,0.0,0.0,1.0,Session Started,0.357,0
2.0,1.0,1151.89,0.0,0.0,1.0,Session Started,0.287,0
2.0,4.0,1641.17,0.0,0.0,1.0,Session Started,0.107,0
12.0,2.0,5738.54,0.0,1.0,0.0,Downgrade Clicked,0.75,0
3.0,1.0,7009.79,0.0,0.0,1.0,Session Started,0.31,1
3.0,5.0,3411.98,0.0,0.0,1.0,Session Started,0.07,0
4.0,2.0,2356.22,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,2.0,5262.21,0.0,0.0,1.0,Session Started,0.25,0
4.0,2.0,1473.4,0.0,1.0,0.0,Downgrade Clicked,0.75,0
3.0,2.0,1322.46,0.0,0.0,1.0,Session Started,0.25,0
8.0,2.0,1630.73,0.0,1.0,0.0,Downgrade Clicked,0.75,0
9.0,1.0,826.36,0.0,0.0,1.0,Session Started,0.45,1
10.0,2.0,1571.82,0.0,0.0,1.0,Session Started,0.413,0
4.0,8.0,739.57,0.0,0.0,1.0,Session Started,0.093,0
3.0,2.0,4105.19,0.0,0.0,1.0,Session Started,0.25,0
7.0,8.0,2793.22,0.0,0.0,1.0,Session Started,0.163,0
8.0,2.0,5674.0,0.0,0.0,1.0,Session Started,0.367,0
4.0,3.0,491.06,0.0,0.0,1.0,Session Started,0.213,0
7.0,1.0,8278.01,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
7.0,4.0,513.9,0.0,0.0,1.0,Session Started,0.223,0
7.0,1.0,693.22,0.0,0.0,1.0,Session Started,0.403,1
7.0,1.0,1100.31,0.0,0.0,1.0,Session Started,0.403,0
2.0,1.0,5147.04,0.0,0.0,1.0,Session Started,0.287,0
3.0,1.0,2165.61,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
4.0,9.0,1487.63,0.0,0.0,1.0,Session Started,0.093,0
0.0,16.0,959.01,0.0,0.0,1.0,Session Started,0.0,0
